date,open,high,low,close
2009/7/15,9330,9375,9250,9365
2009/7/16,9485,9500,9310,9395
2009/7/17,9410,9425,9360,9420
2009/7/21,9555,9680,9505,9670
2009/7/22,9630,9755,9605,9670
2009/7/23,9705,9865,9700,9805
2009/7/24,9935,10055,9860,10045
2009/7/27,10040,10185,10025,10105
2009/7/28,10120,10130,10040,10080
2009/7/29,10025,10165,10025,10130
2009/7/30,10160,10300,10065,10285
2009/7/31,10315,10390,10255,10335
2009/8/3,10355,10450,10320,10435
2009/8/4,10470,10485,10325,10325
2009/8/5,10410,10415,10240,10295
2009/8/6,10270,10450,10265,10445
2009/8/7,10385,10425,10250,10385
2009/8/10,10560,10595,10485,10520
2009/8/11,10530,10635,10510,10590
2009/8/12,10495,10530,10340,10425
2009/8/13,10515,10585,10485,10575
2009/8/14,10515,10635,10515,10595
2009/8/17,10515,10520,10155,10185
2009/8/18,10205,10340,10175,10295
2009/8/19,10270,10325,10110,10125
2009/8/20,10250,10410,10195,10345
2009/8/21,10360,10370,10135,10345
2009/8/24,10470,10595,10465,10565
2009/8/25,10510,10575,10460,10570
2009/8/26,10550,10680,10525,10600
2009/8/27,10565,10580,10395,10525
2009/8/28,10565,10590,10470,10590
2009/8/31,10630,10770,10415,10440
2009/9/1,10460,10585,10400,10430
2009/9/2,10285,10315,10210,10265
2009/9/3,10250,10295,10180,10230
2009/9/4,10260,10265,10140,10220
2009/9/7,10305,10365,10275,10330
2009/9/8,10360,10440,10300,10410
2009/9/9,10350,10390,10245,10355
2009/9/10,10380,10530,10375,10400
2009/9/11,10430,10485,10360,10390
2009/9/14,10345,10350,10125,10165
2009/9/15,10230,10260,10145,10165
2009/9/16,10235,10370,10195,10230
2009/9/17,10360,10400,10305,10385
2009/9/18,10330,10390,10255,10390
2009/9/24,10360,10530,10350,10450
2009/9/25,10345,10350,10230,10290
2009/9/28,10085,10100,9975,10050
2009/9/29,10140,10145,10065,10070
2009/9/30,10120,10150,10070,10120
2009/10/1,10055,10085,9950,9950
2009/10/2,9775,9795,9675,9690
2009/10/5,9730,9775,9665,9715
2009/10/6,9750,9780,9630,9780
2009/10/7,9770,9825,9735,9750
2009/10/8,9780,9925,9745,9910
2009/10/9,9875,10030,9855,9985
2009/10/13,10050,10125,10035,10060
2009/10/14,10110,10150,10020,10150
2009/10/15,10215,10285,10205,10260
2009/10/16,10305,10310,10225,10255
2009/10/19,10185,10320,10130,10320
2009/10/20,10350,10370,10280,10280
2009/10/21,10290,10360,10260,10285
2009/10/22,10240,10285,10160,10250
2009/10/23,10340,10375,10280,10290
2009/10/26,10280,10405,10255,10395
2009/10/27,10280,10300,10205,10240
2009/10/28,10195,10220,9970,9985
2009/10/29,9880,9935,9850,9900
2009/10/30,10050,10055,9955,9960
2009/11/2,9715,9840,9710,9830
2009/11/4,9785,9885,9760,9885
2009/11/5,9785,9825,9660,9735
2009/11/6,9835,9855,9745,9765
2009/11/9,9755,9860,9730,9855
2009/11/10,9920,9985,9850,9890
2009/11/11,9925,9970,9850,9955
2009/11/12,9930,9950,9740,9775
2009/11/13,9800,9820,9715,9745
2009/11/16,9795,9830,9725,9820
2009/11/17,9845,9860,9710,9725
2009/11/18,9740,9800,9630,9690
2009/11/19,9680,9700,9475,9485
2009/11/20,9445,9515,9425,9450
2009/11/24,9510,9520,9325,9410
2009/11/25,9380,9485,9370,9410
2009/11/26,9340,9460,9315,9340
2009/11/27,9160,9235,9005,9155
2009/11/30,9200,9350,9180,9265
2009/12/1,9220,9565,9215,9510
2009/12/2,9525,9685,9505,9660
2009/12/3,9740,9985,9735,9965
2009/12/4,10010,10030,9900,9995
2009/12/7,10175,10210,10095,10115
2009/12/8,10070,10155,10065,10105
2009/12/9,10040,10050,9905,9960
2009/12/10,9950,10040,9795,9875
2009/12/11,9955,10115,9905,10110
2009/12/14,10115,10120,10000,10075
2009/12/15,10040,10110,10020,10075
2009/12/16,10210,10240,10110,10240
2009/12/17,10210,10260,10075,10095
2009/12/18,10110,10200,10010,10190
2009/12/21,10200,10210,10155,10200
2009/12/22,10240,10400,10235,10400
2009/12/24,10470,10560,10455,10505
2009/12/25,10515,10535,10470,10535
2009/12/28,10540,10665,10520,10630
2009/12/29,10600,10725,10595,10700
2009/12/30,10720,10730,10505,10535
2010/1/4,10595,10700,10590,10685
2010/1/5,10780,10800,10660,10715
2010/1/6,10720,10775,10660,10735
2010/1/7,10740,10775,10635,10675
2010/1/8,10770,10845,10670,10825
2010/1/12,10760,10910,10755,10850
2010/1/13,10780,10860,10675,10695
2010/1/14,10795,10930,10770,10930
2010/1/15,10910,10980,10870,10940
2010/1/18,10850,10880,10770,10850
2010/1/19,10865,10870,10720,10725
2010/1/20,10855,10860,10655,10695
2010/1/21,10695,10890,10645,10760
2010/1/22,10620,10665,10515,10585
2010/1/25,10405,10575,10405,10575
2010/1/26,10505,10565,10265,10275
2010/1/27,10350,10375,10210,10245
2010/1/28,10320,10465,10290,10395
2010/1/29,10260,10330,10160,10230
2010/2/1,10215,10240,10125,10240
2010/2/2,10310,10400,10300,10395
2010/2/3,10410,10445,10350,10410
2010/2/4,10435,10440,10255,10265
2010/2/5,10060,10115,9910,9920
2010/2/8,9960,10060,9930,9945
2010/2/9,9890,10010,9865,10000
2010/2/10,10020,10070,9955,10070
2010/2/12,10070,10120,10005,10035
2010/2/15,10090,10115,10000,10030
2010/2/16,10040,10090,10010,10090
2010/2/17,10160,10340,10155,10325
2010/2/18,10320,10340,10280,10330
2010/2/19,10340,10355,10120,10220
2010/2/22,10340,10450,10330,10340
2010/2/23,10340,10370,10275,10315
2010/2/24,10195,10245,10120,10180
2010/2/25,10240,10270,10080,10105
2010/2/26,10120,10175,10080,10135
2010/3/1,10150,10235,10115,10200
2010/3/2,10190,10245,10145,10240
2010/3/3,10200,10280,10180,10255
2010/3/4,10250,10265,10110,10180
2010/3/5,10260,10400,10255,10385
2010/3/8,10555,10605,10515,10575
2010/3/9,10560,10600,10510,10510
2010/3/10,10575,10595,10550,10580
2010/3/11,10610,10680,10570,10615
2010/3/12,10690,10715,10635,10675
2010/3/15,10740,10750,10650,10650
2010/3/16,10665,10720,10650,10720
2010/3/17,10730,10805,10695,10785
2010/3/18,10770,10785,10650,10690
2010/3/19,10740,10765,10710,10745
2010/3/23,10720,10755,10660,10720
2010/3/24,10780,10825,10700,10700
2010/3/25,10785,10810,10740,10810
2010/3/26,10835,10960,10825,10950
2010/3/29,10915,11075,10900,11075
2010/3/30,11035,11155,11010,11115
2010/3/31,11120,11155,11085,11140
2010/4/1,11160,11285,11125,11245
2010/4/2,11305,11330,11245,11325
2010/4/5,11365,11390,11315,11320
2010/4/6,11360,11365,11225,11310
2010/4/7,11305,11365,11250,11285
2010/4/8,11190,11245,11105,11125
2010/4/9,11210,11265,11150,11245
2010/4/12,11295,11365,11250,11260
2010/4/13,11215,11225,11090,11160
2010/4/14,11240,11280,11165,11245
2010/4/15,11305,11325,11210,11235
2010/4/16,11230,11240,11085,11150
2010/4/19,10935,10960,10845,10855
2010/4/20,10965,11010,10890,10985
2010/4/21,11040,11100,11020,11025
2010/4/22,10980,10990,10850,10865
2010/4/23,10920,10970,10860,10940
2010/4/26,11050,11185,11045,11160
2010/4/27,11120,11215,11110,11140
2010/4/28,10900,10980,10840,10900
2010/4/30,11070,11105,11035,11095
2010/5/6,10705,10735,10620,10690
2010/5/7,10220,10465,10205,10460
2010/5/10,10415,10715,10370,10695
2010/5/11,10640,10645,10360,10360
2010/5/12,10460,10505,10340,10425
2010/5/13,10570,10670,10530,10550
2010/5/14,10445,10555,10340,10380
2010/5/17,10300,10330,10155,10305
2010/5/18,10320,10340,10200,10310
2010/5/19,10080,10190,10015,10015
2010/5/20,10100,10165,9990,10030
2010/5/21,9730,9825,9625,9645
2010/5/24,9750,9800,9665,9670
2010/5/25,9615,9640,9275,9355
2010/5/26,9570,9630,9435,9515
2010/5/27,9400,9730,9390,9720
2010/5/28,9800,9865,9695,9815
2010/5/31,9745,9835,9725,9740
2010/6/1,9720,9745,9550,9600
2010/6/2,9620,9765,9555,9690
2010/6/3,9790,9990,9775,9940
2010/6/4,9900,9970,9865,9910
2010/6/7,9620,9635,9475,9580
2010/6/8,9440,9590,9400,9450
2010/6/9,9460,9525,9375,9480
2010/6/10,9495,9580,9440,9575
2010/6/11,9725,9770,9660,9735
2010/6/14,9830,9915,9820,9890
2010/6/15,9835,9915,9805,9915
2010/6/16,10040,10110,10030,10040
2010/6/17,10005,10080,9980,10080
2010/6/18,10035,10040,9960,9960
2010/6/21,10110,10260,10105,10250
2010/6/22,10140,10185,10045,10070
2010/6/23,9960,9965,9905,9955
2010/6/24,9900,10010,9780,9810
2010/6/25,9760,9790,9690,9755
2010/6/28,9765,9770,9660,9710
2010/6/29,9725,9765,9475,9505
2010/6/30,9385,9420,9310,9390
2010/7/1,9280,9295,9140,9190
2010/7/2,9230,9250,9155,9220
2010/7/5,9230,9280,9205,9235
2010/7/6,9140,9445,9085,9430
2010/7/7,9305,9325,9215,9265
2010/7/8,9525,9545,9480,9500
2010/7/9,9560,9610,9510,9560
2010/7/12,9540,9635,9505,9540
2010/7/13,9595,9630,9495,9575
2010/7/14,9740,9810,9735,9740
2010/7/15,9715,9730,9600,9670
2010/7/16,9610,9640,9380,9440
2010/7/20,9250,9380,9160,9235
2010/7/21,9390,9400,9220,9305
2010/7/22,9225,9390,9170,9380
2010/7/23,9420,9505,9360,9480
2010/7/26,9530,9560,9425,9465
2010/7/27,9505,9615,9475,9580
2010/7/28,9630,9760,9625,9670
2010/7/29,9650,9740,9640,9705
2010/7/30,9650,9655,9405,9500
2010/8/2,9575,9680,9540,9680
2010/8/3,9730,9750,9585,9595
2010/8/4,9605,9605,9470,9545
2010/8/5,9665,9685,9565,9595
2010/8/6,9550,9680,9520,9540
2010/8/9,9515,9595,9505,9585
2010/8/10,9620,9665,9455,9495
2010/8/11,9425,9445,9140,9175
2010/8/12,9120,9255,9050,9140
2010/8/13,9205,9275,9150,9205
2010/8/16,9130,9210,9080,9125
2010/8/17,9070,9245,9070,9230
2010/8/18,9250,9280,9145,9190
2010/8/19,9230,9380,9205,9205
2010/8/20,9210,9285,9075,9130
2010/8/23,9130,9170,9080,9120
2010/8/24,9015,9070,8790,8835
2010/8/25,8895,8945,8725,8805
2010/8/26,8890,8920,8825,8915
2010/8/27,8805,9025,8805,8980
2010/8/30,9175,9285,9020,9020
2010/8/31,8995,9010,8765,8875
2010/9/1,8820,9070,8795,9070
2010/9/2,9085,9090,8955,9055
2010/9/3,9105,9265,9045,9175
2010/9/6,9210,9310,9170,9270
2010/9/7,9220,9315,9115,9135
2010/9/8,9085,9135,8995,9135
2010/9/9,9130,9140,9015,9115
2010/9/10,9090,9240,9080,9220
2010/9/13,9300,9345,9245,9290
2010/9/14,9255,9275,9165,9200
2010/9/15,9190,9535,9140,9485
2010/9/16,9570,9575,9425,9455
2010/9/17,9550,9615,9500,9520
2010/9/21,9630,9645,9525,9555
2010/9/22,9505,9575,9440,9480
2010/9/24,9360,9560,9360,9505
2010/9/27,9505,9565,9485,9525
2010/9/28,9520,9555,9420,9440
2010/9/29,9535,9610,9500,9530
2010/9/30,9560,9570,9370,9450
2010/10/1,9460,9480,9355,9395
2010/10/4,9410,9520,9300,9345
2010/10/5,9345,9545,9335,9545
2010/10/6,9590,9725,9570,9675
2010/10/7,9650,9725,9645,9655
2010/10/8,9650,9680,9495,9530
2010/10/12,9640,9650,9365,9395
2010/10/13,9475,9510,9390,9490
2010/10/14,9510,9620,9480,9560
2010/10/15,9550,9560,9480,9500
2010/10/18,9525,9565,9465,9535
2010/10/19,9495,9580,9485,9510
2010/10/20,9410,9420,9310,9420
2010/10/21,9445,9485,9330,9440
2010/10/22,9415,9460,9390,9415
2010/10/25,9440,9460,9390,9435
2010/10/26,9400,9465,9345,9380
2010/10/27,9430,9460,9330,9365
2010/10/28,9370,9420,9345,9345
2010/10/29,9325,9340,9145,9190
2010/11/1,9170,9280,9130,9170
2010/11/2,9140,9220,9125,9210
2010/11/4,9290,9440,9285,9435
2010/11/5,9525,9690,9525,9675
2010/11/8,9700,9740,9685,9700
2010/11/9,9670,9735,9655,9735
2010/11/10,9755,9900,9745,9895
2010/11/11,9880,9885,9800,9800
2010/11/12,9805,9855,9640,9765
2010/11/15,9810,9895,9745,9870
2010/11/16,9900,9915,9765,9790
2010/11/17,9710,9850,9700,9825
2010/11/18,9825,10085,9800,10065
2010/11/19,10135,10140,10020,10045
2010/11/22,10145,10165,10075,10075
2010/11/24,9940,10070,9900,10030
2010/11/25,10105,10125,10040,10065
2010/11/26,10080,10140,9990,10020
2010/11/29,10085,10160,10045,10070
2010/11/30,10065,10110,9855,9860
2010/12/1,9945,10125,9915,10120
2010/12/2,10190,10235,10145,10180
2010/12/3,10240,10255,10105,10110
2010/12/6,10175,10185,10130,10155
2010/12/7,10160,10240,10095,10240
2010/12/8,10210,10270,10180,10250
2010/12/9,10290,10300,10245,10270
2010/12/10,10250,10330,10180,10220
2010/12/13,10205,10330,10195,10305
2010/12/14,10265,10330,10260,10290
2010/12/15,10310,10335,10270,10290
2010/12/16,10300,10350,10280,10290
2010/12/17,10305,10320,10280,10280
2010/12/20,10280,10295,10175,10270
2010/12/21,10275,10370,10260,10355
2010/12/22,10350,10390,10320,10325
2010/12/24,10260,10315,10255,10315
2010/12/27,10300,10375,10290,10305
2010/12/28,10325,10340,10285,10285
2010/12/29,10285,10360,10280,10350
2010/12/30,10310,10320,10200,10205
2011/1/4,10345,10415,10330,10410
2011/1/5,10380,10415,10330,10400
2011/1/6,10505,10555,10500,10530
2011/1/7,10500,10560,10500,10550
2011/1/11,10480,10540,10475,10535
2011/1/12,10555,10575,10500,10575
2011/1/13,10595,10620,10560,10565
2011/1/14,10565,10580,10470,10475
2011/1/17,10550,10565,10480,10500
2011/1/18,10470,10560,10450,10545
2011/1/19,10565,10585,10530,10535
2011/1/20,10500,10505,10395,10445
2011/1/21,10470,10475,10255,10345
2011/1/24,10320,10365,10275,10330
2011/1/25,10365,10480,10350,10420
2011/1/26,10410,10450,10395,10435
2011/1/27,10460,10490,10415,10450
2011/1/28,10460,10480,10330,10395
2011/1/31,10215,10265,10180,10250
2011/2/1,10270,10300,10240,10295
2011/2/2,10365,10485,10365,10430
2011/2/3,10415,10480,10410,10470
2011/2/4,10540,10585,10525,10550
2011/2/7,10650,10660,10565,10610
2011/2/8,10640,10650,10620,10625
2011/2/9,10680,10700,10590,10590
2011/2/10,10575,10630,10540,10575
2011/2/14,10680,10765,10670,10725
2011/2/15,10730,10765,10710,10755
2011/2/16,10755,10855,10750,10855
2011/2/17,10875,10890,10805,10805
2011/2/18,10820,10855,10805,10840
2011/2/21,10810,10870,10785,10830
2011/2/22,10745,10760,10580,10640
2011/2/23,10595,10665,10550,10580
2011/2/24,10545,10550,10390,10440
2011/2/25,10480,10535,10455,10495
2011/2/28,10495,10675,10440,10675
2011/3/1,10670,10785,10665,10760
2011/3/2,10610,10625,10475,10505
2011/3/3,10530,10630,10520,10630
2011/3/4,10745,10775,10660,10675
2011/3/7,10620,10625,10465,10585
2011/3/8,10520,10600,10505,10555
2011/3/9,10615,10665,10555,10555
2011/3/10,10530,10550,10315,10345
2011/3/11,10275 ,10310,9950,9970
2011/3/14,9470 ,9750,9165,9315
2011/3/15,9180 ,9225,7795,8590
2011/3/16,9030,9075,8710,8795
2011/3/17,8450,9015,8395,8840
2011/3/18,9010,9195,9000,9170
2011/3/22,9475,9545,9385,9480
2011/3/23,9485,9500,9300,9325
2011/3/24,9385,9445,9300,9445
2011/3/25,9500,9520,9385,9435
2011/3/28,9470,9470,9330,9440
2011/3/29,9340,9505,9320,9440
2011/3/30,9505,9775,9475,9770
2011/3/31,9760,9765,9660,9690
2011/4/1,9745,9830,9690,9810
2011/4/4,9765,9815,9710,9720
2011/4/5,9735,9735,9570,9625
2011/4/6,9685,9685,9565,9650
2011/4/7,9665,9695,9580,9630
2011/4/8,9560,9815,9535,9775
2011/4/11,9715,9780,9605,9690
2011/4/12,9595,9610,9495,9540
2011/4/13,9525,9670,9515,9635
2011/4/14,9570,9685,9550,9590
2011/4/15,9635,9655,9550,9580
2011/4/18,9585,9610,9375,9405
2011/4/19,9445,9485,9390,9475
2011/4/20,9540,9710,9520,9690
2011/4/21,9695,9735,9645,9660
2011/4/22,9630,9735,9615,9680
2011/4/25,9700,9750,9655,9655
2011/4/26,9625,9625,9535,9610
2011/4/27,9640,9745,9635,9730
2011/4/28,9745,9920,9715,9890
2011/5/2,9970,10045,9940,10015
2011/5/6,9790,9920,9780,9910
2011/5/9,9885,9900,9775,9790
2011/5/10,9805,9875,9755,9875
2011/5/11,9925,9930,9840,9865
2011/5/12,9770,9840,9650,9695
2011/5/13,9745,9755,9545,9655
2011/5/16,9580,9600,9530,9595
2011/5/17,9510,9615,9500,9580
2011/5/18,9605,9695,9585,9660
2011/5/19,9710,9730,9600,9640
2011/5/20,9620,9670,9550,9555
2011/5/23,9540,9545,9380,9405
2011/5/24,9410,9540,9405,9530
2011/5/25,9490,9510,9410,9465
2011/5/26,9500,9575,9490,9500
2011/5/27,9510,9595,9485,9520
2011/5/30,9480,9540,9450,9520
2011/5/31,9495,9745,9490,9690
2011/6/1,9705,9730,9615,9620
2011/6/2,9535,9585,9510,9570
2011/6/3,9545,9610,9435,9485
2011/6/6,9470,9495,9355,9390
2011/6/7,9375,9475,9360,9465
2011/6/8,9430,9470,9395,9430
2011/6/9,9410,9505,9375,9500
2011/6/10,9530,9620,9450,9450
2011/6/13,9390,9460,9380,9455
2011/6/14,9445,9575,9430,9575
2011/6/15,9580,9590,9500,9515
2011/6/16,9480,9490,9365,9420
2011/6/17,9445,9445,9295,9380
2011/6/20,9385,9415,9330,9385
2011/6/21,9410,9495,9370,9490
2011/6/22,9525,9650,9520,9600
2011/6/23,9555,9650,9505,9510
2011/6/24,9620,9710,9600,9635
2011/6/27,9625,9640,9560,9640
2011/6/28,9665,9710,9630,9705
2011/6/29,9770,9850,9730,9810
2011/6/30,9845,9885,9785,9885
2011/7/1,9880,9940,9835,9940
2011/7/4,9985,10005,9940,9970
2011/7/5,9970,9995,9945,9975
2011/7/6,9995,10085,9970,10025
2011/7/7,10045,10185,10025,10165
2011/7/8,10165,10195,10025,10040
2011/7/11,10065,10110,9945,9945
2011/7/12,9945,9970,9780,9900
2011/7/13,9890,10000,9880,10000
2011/7/14,9935,10000,9885,9980
2011/7/15,9925,10020,9920,9960
2011/7/19,9925,9975,9875,9975
2011/7/20,10015,10045,9985,10040
2011/7/21,10030,10120,9970,10110
2011/7/22,10115,10170,10080,10140
2011/7/25,10080,10095,10035,10070
2011/7/26,10085,10135,10045,10080
2011/7/27,10055,10060,9955,9975
2011/7/28,9930,9965,9850,9935
2011/7/29,9870,9915,9750,9835
2011/8/1,9920,10040,9735,9795
2011/8/2,9860,9885,9710,9710
2011/8/3,9675,9690,9510,9635
2011/8/4,9680,9770,9405,9415
2011/8/5,9285,9450,9105,9370
2011/8/8,9155,9250,8910,8910
2011/8/9,8770,9070,8650,9010
2011/8/10,9155,9160,8770,8890
2011/8/11,8825,9050,8775,9040
2011/8/12,9075,9085,8900,9080
2011/8/15,9080,9120,9025,9095
2011/8/16,9130,9150,8980,9025
2011/8/17,9035,9110,9000,9020
2011/8/18,9035,9045,8685,8700
2011/8/19,8720,8795,8630,8700
2011/8/22,8685,8780,8615,8730
2011/8/23,8695,8795,8630,8770
2011/8/24,8810,8820,8615,8740
2011/8/25,8760,8870,8710,8745
2011/8/26,8745,8815,8630,8805
2011/8/29,8795,8950,8750,8940
2011/8/30,8960,9000,8870,8915
2011/8/31,8930,9090,8905,9040
2011/9/1,9010,9100,9000,9005
2011/9/2,8975,9015,8815,8825
2011/9/5,8830,8845,8650,8695
2011/9/6,8680,8715,8585,8685
2011/9/7,8745,8840,8700,8840
2011/9/8,8860,8875,8700,8720
2011/9/9,8700,8745,8445,8465
2011/9/12,8460,8515,8370,8405
2011/9/13,8520,8590,8450,8585
2011/9/14,8565,8620,8430,8595
2011/9/15,8605,8710,8565,8705
2011/9/16,8725,8835,8710,8800
2011/9/20,8685,8735,8640,8720
2011/9/21,8655,8710,8640,8650
2011/9/22,8570,8575,8310,8325
2011/9/26,8485,8490,8290,8400
2011/9/27,8440,8695,8420,8690
2011/9/28,8615,8690,8595,8600
2011/9/29,8530,8775,8500,8685
2011/9/30,8715,8765,8600,8635
2011/10/3,8550,8600,8450,8470
2011/10/4,8405,8475,8330,8415
2011/10/5,8505,8515,8350,8515
2011/10/6,8485,8610,8475,8580
2011/10/7,8610,8670,8560,8570
2011/10/11,8785,8810,8710,8755
2011/10/12,8725,8890,8690,8875
2011/10/13,8845,8860,8745,8785
2011/10/14,8785,8845,8735,8845
2011/10/17,8885,8955,8770,8795
2011/10/18,8750,8790,8685,8790
2011/10/19,8830,8835,8750,8795
2011/10/20,8750,8750,8640,8685
2011/10/21,8690,8755,8655,8710
2011/10/24,8775,8850,8770,8845
2011/10/25,8855,8870,8710,8730
2011/10/26,8680,8800,8650,8750
2011/10/27,8770,9050,8730,9050
2011/10/28,9085,9095,8995,9035
2011/10/31,9020,9165,8880,8920
2011/11/1,8880,8950,8675,8730
2011/11/2,8710,8725,8605,8670
2011/11/4,8780,8820,8705,8735
2011/11/7,8770,8780,8680,8710
2011/11/8,8740,8770,8640,8690
2011/11/9,8730,8765,8605,8630
2011/11/10,8545,8575,8465,8540
2011/11/11,8530,8600,8460,8600
2011/11/14,8645,8665,8540,8540
2011/11/15,8550,8595,8490,8565
2011/11/16,8555,8570,8450,8485
2011/11/17,8435,8495,8380,8400
2011/11/18,8370,8455,8360,8410
2011/11/21,8365,8380,8225,8230
2011/11/22,8270,8355,8250,8300
2011/11/24,8185,8220,8130,8145
2011/11/25,8135,8205,8105,8135
2011/11/28,8280,8415,8260,8400
2011/11/29,8380,8505,8350,8440
2011/11/30,8400,8650,8360,8625
2011/12/1,8645,8665,8560,8585
2011/12/2,8605,8755,8590,8680
2011/12/5,8710,8730,8670,8725
2011/12/6,8650,8670,8540,8620
2011/12/7,8630,8730,8615,8670
2011/12/8,8660,8695,8555,8565
2011/12/9,8545,8630,8490,8625
2011/12/12,8655,8670,8505,8510
2011/12/13,8520,8610,8510,8580
2011/12/14,8500,8525,8420,8450
2011/12/15,8430,8440,8365,8405
2011/12/16,8410,8440,8345,8365
2011/12/19,8350,8360,8260,8315
2011/12/20,8320,8455,8305,8455
2011/12/21,8450,8500,8385,8410
2011/12/22,8420,8445,8375,8440
2011/12/26,8520,8525,8430,8450
2011/12/27,8425,8470,8415,8460
2011/12/28,8440,8460,8365,8370
2011/12/29,8365,8425,8330,8425
2011/12/30,8440,8455,8415,8420
2012/1/4,8535,8575,8490,8505
2012/1/5,8500,8515,8440,8480
2012/1/6,8490,8495,8340,8365
2012/1/10,8400,8475,8400,8450
2012/1/11,8435,8455,8405,8420
2012/1/12,8425,8440,8355,8400
2012/1/13,8450,8510,8425,8430
2012/1/16,8405,8420,8345,8420
2012/1/17,8420,8505,8405,8490
2012/1/18,8455,8600,8435,8590
2012/1/19,8600,8735,8595,8720
2012/1/20,8745,8790,8720,8745
2012/1/23,8750,8810,8740,8770
2012/1/24,8810,8820,8755,8800
2012/1/25,8830,8905,8810,8840
2012/1/26,8890,8915,8830,8865
2012/1/27,8840,8885,8800,8800
2012/1/30,8805,8835,8740,8755
2012/1/31,8790,8835,8770,8805
2012/2/1,8780,8885,8775,8875
2012/2/2,8865,8900,8850,8870
2012/2/3,8845,8935,8815,8930
2012/2/6,8945,8950,8870,8895
2012/2/7,8895,8955,8880,8940
2012/2/8,8960,9010,8950,8975
2012/2/9,8985,9025,8935,9025
2012/2/10,9010,9015,8890,8915
2012/2/13,8940,9020,8940,9005
2012/2/14,8970,9100,8965,9080
2012/2/15,9115,9315,9105,9245
2012/2/16,9225,9350,9210,9340
2012/2/17,9400,9495,9370,9465
2012/2/20,9565,9570,9425,9475
2012/2/21,9460,9515,9435,9480
2012/2/22,9470,9610,9435,9565
2012/2/23,9555,9620,9505,9575
2012/2/24,9580,9745,9570,9730
2012/2/27,9730,9740,9475,9575
2012/2/28,9570,9825,9530,9795
2012/2/29,9785,9875,9705,9780
2012/3/1,9790,9870,9635,9780
2012/3/2,9805,9815,9730,9785
2012/3/5,9755,9795,9625,9660
2012/3/6,9710,9740,9490,9495
2012/3/7,9530,9645,9510,9645
2012/3/8,9680,9815,9660,9795
2012/3/9,9835,9975,9775,9965
2012/3/12,9955,9960,9805,9845
2012/3/13,9860,9945,9810,9930
2012/3/14,10020,10075,9980,10035
2012/3/15,10055,10095,10000,10030
2012/3/16,10035,10125,10020,10065
2012/3/19,10075,10105,10000,10075
2012/3/21,10040,10070,10005,10005
2012/3/22,9995,10070,9915,9920
2012/3/23,9940,9965,9845,9915
2012/3/26,9965,10035,9940,10030
2012/3/27,10095,10195,10080,10160
2012/3/28,10170,10215,10085,10095
2012/3/29,10145,10165,10020,10030
2012/3/30,10095,10160,10040,10155
2012/4/2,10185,10200,10040,10125
2012/4/3,10085,10095,10010,10020
2012/4/4,10060,10075,9690,9725
2012/4/5,9755,9820,9635,9705
2012/4/6,9720,9750,9510,9555
2012/4/9,9560,9625,9515,9575
2012/4/10,9580,9665,9360,9390
2012/4/11,9390,9535,9385,9525
2012/4/12,9485,9600,9455,9585
2012/4/13,9655,9700,9540,9560
2012/4/16,9520,9545,9440,9505
2012/4/17,9475,9615,9455,9610
2012/4/18,9620,9695,9585,9595
2012/4/19,9590,9670,9550,9550
2012/4/20,9580,9620,9530,9595
2012/4/23,9595,9650,9400,9435
2012/4/24,9470,9540,9420,9510
2012/4/25,9580,9600,9535,9590
2012/4/26,9620,9640,9505,9570
2012/4/27,9575,9700,9455,9530
2012/5/1,9470,9475,9290,9400
2012/5/2,9395,9425,9300,9330
2012/5/7,9100,9235,9100,9235
2012/5/8,9195,9215,9035,9075
2012/5/9,9095,9105,8935,9040
2012/5/10,9005,9095,8985,9065
2012/5/11,9010,9050,8930,8985
2012/5/14,8985,9030,8870,8905
2012/5/15,8900,8965,8840,8885
2012/5/16,8875,8885,8715,8785
2012/5/17,8790,8880,8685,8725
2012/5/18,8700,8700,8580,8615
2012/5/21,8620,8690,8605,8685
2012/5/22,8715,8790,8690,8780
2012/5/23,8705,8710,8475,8520
2012/5/24,8545,8620,8495,8555
2012/5/25,8600,8625,8550,8595
2012/5/28,8600,8620,8565,8580
2012/5/29,8565,8670,8515,8625
2012/5/30,8640,8650,8485,8510
2012/5/31,8490,8570,8435,8480
2012/6/1,8460,8490,8255,8265
2012/6/4,8235,8360,8230,8310
2012/6/5,8320,8460,8310,8435
2012/6/6,8435,8635,8410,8620
2012/6/7,8645,8700,8575,8630
2012/6/8,8600,8605,8385,8485
2012/6/11,8620,8650,8495,8505
2012/6/12,8460,8560,8435,8530
2012/6/13,8550,8605,8530,8550
2012/6/14,8515,8580,8490,8560
2012/6/15,8605,8615,8535,8610
2012/6/18,8735,8755,8635,8675
2012/6/19,8680,8730,8620,8720
2012/6/20,8715,8820,8690,8790
2012/6/21,8780,8885,8765,8770
2012/6/22,8710,8820,8710,8795
2012/6/25,8820,8825,8615,8630
2012/6/26,8655,8700,8605,8685
2012/6/27,8675,8805,8640,8790
2012/6/28,8805,8880,8775,8795
2012/6/29,8810,9075,8790,9065
2012/7/2,9085,9090,8985,9030
2012/7/3,9010,9150,9010,9140
2012/7/4,9110,9135,9060,9080
2012/7/5,9070,9130,9030,9065
2012/7/6,9050,9080,8930,8935
2012/7/9,8925,8950,8850,8900
2012/7/10,8920,8970,8825,8870
2012/7/11,8825,8880,8795,8860
2012/7/12,8860,8860,8650,8695
2012/7/13,8685,8800,8670,8800
